bldg_name,district,price,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m
Infotech Centre,KWUN TONG,36735,2370,36735,15,22.3134117,114.2196931,6.0,6.0,20.0
Eastern Flower Centre,TSIM SHA TSUI,36720,1530,36720,24,22.2989435,114.1741858,5.0,7.0,20.0
Austin Tower,TSIM SHA TSUI,36685,1595,36685,23,22.3029565,114.1752316,0.0,5.0,20.0
Tien Chu Commercial Building,WAN CHAI,36623,1285,36623,28,22.2798153,114.1783285,0.0,2.0,20.0
Tien Chu Commercial Building,WAN CHAI,36623,1285,36623,28,22.2798153,114.1783285,0.0,2.0,20.0
Chinachem Golden Plaza,TSIM SHA TSUI,36616,1592,36616,23,22.2988123,114.1721746,3.0,6.0,20.0
Loke Yew Building,CENTRAL,36480,760,36480,48,22.28223,114.156059,20.0,8.0,20.0
South Seas Centre - Tower 1,TSIM SHA TSUI,36480,1824,36480,20,22.3000671,114.178459,1.0,6.0,20.0
AXA Southside,WONG CHUK HANG,36445,1970,36445,18,22.2481054,114.1660903,5.0,5.0,18.0
Supreme House,TSIM SHA TSUI,36425,1175,36425,31,22.2981593,114.1745201,8.0,3.0,20.0
Inter-Continental Plaza,TSIM SHA TSUI,36375,1455,36375,25,22.2993813,114.1765868,0.0,2.0,20.0
Inter-Continental Plaza,TSIM SHA TSUI,36375,1455,36375,25,22.2993813,114.1765868,0.0,2.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,36308,1252,36308,29,22.2872433,114.1506702,2.0,6.0,20.0
Millennium City 5 - BEA Tower,KWUN TONG,36256,1133,36256,32,22.3128725,114.2246845,3.0,13.0,20.0
Shanghai Industrial Investment Building,WAN CHAI,36250,1250,36250,29,22.2773742,114.1708509,7.0,4.0,20.0
Genesis,WONG CHUK HANG,36202,2009,36202,18,22.2459198,114.1664957,0.0,1.0,3.0
East Town Building,WAN CHAI,36146,1166,36146,31,22.2783849,114.1705822,2.0,4.0,20.0
Shun Kwong Commercial Building,SHEUNG WAN,36146,1643,36146,22,22.2878743,114.1479066,1.0,3.0,16.0
Concordia Plaza,TSIM SHA TSUI,36030,1201,36030,30,22.2988123,114.1721746,3.0,6.0,20.0
Chinachem Exchange Square,QUARRY BAY,36008,1286,36008,28,22.2880754,114.2117901,3.0,8.0,20.0
Morecrown Commercial Building,NORTH POINT,36005,1266,36005,28,22.2850374,114.1918167,5.0,6.0,20.0
Mirror Tower,TSIM SHA TSUI,36003,1100,36003,32,22.297553,114.176456,1.0,3.0,20.0
Winway Building,CENTRAL,36003,1100,36003,32,22.281714,114.155398,20.0,7.0,20.0
Winway Building,CENTRAL,36003,1100,36003,32,22.281714,114.155398,20.0,7.0,20.0
Winway Building,CENTRAL,36003,1100,36003,32,22.281714,114.155398,20.0,7.0,20.0
K Wah Centre,NORTH POINT,36003,1635,36003,22,22.2932357,114.2047775,0.0,2.0,0.0
On Hing Building,CENTRAL,36002,1088,36002,33,22.2805487,114.1564993,13.0,14.0,20.0
Concordia Plaza,TSIM SHA TSUI,36002,1213,36002,29,22.2988123,114.1721746,3.0,6.0,20.0
Tung Ming Building,CENTRAL,36001,700,36001,51,22.2831172,114.1565646,20.0,6.0,20.0
Bartlock Centre,CAUSEWAY BAY,36000,1200,36000,30,22.2777039,114.1821166,13.0,20.0,20.0
East Point Centre,CAUSEWAY BAY,36000,800,36000,45,22.280255,114.184344,2.0,20.0,20.0
Fortune House,CENTRAL,36000,1200,36000,30,22.2854027,114.1556704,4.0,8.0,20.0
Hillier Commercial Building,SHEUNG WAN,36000,1440,36000,25,22.285888,114.1517909,19.0,11.0,20.0
Cheung Lee Commercial Building,TSIM SHA TSUI,35997,1044,35997,34,22.300917,114.1731733,4.0,8.0,20.0
Willy Commercial Building,CENTRAL,35997,628,35997,57,22.2852735,114.1540906,9.0,11.0,20.0
Emperor Hollywood Centre (Centre Hollywood),SHEUNG WAN,35997,1602,35997,22,22.2840681,114.1505838,3.0,12.0,20.0
Mirror Tower,TSIM SHA TSUI,35996,1080,35996,33,22.297553,114.176456,1.0,3.0,20.0
"King's Road, 39",NORTH POINT,35991,1087,35991,33,22.2845463,114.1926489,1.0,3.0,20.0
"Kodak House, Block 2",NORTH POINT,35910,2394,35910,15,34.0978305,-118.3590054,1.0,1.0,0.0
Golden Sun Centre,SHEUNG WAN,35904,1632,35904,22,22.2874196,114.1482444,2.0,4.0,20.0
Lucky Building,CENTRAL,35808,1119,35808,32,22.2822369,114.155333,20.0,12.0,20.0
Bank of America Tower,CENTRAL,35796,868,35796,41,,,,,
HK Chinese Bank (CWB) Centre,CAUSEWAY BAY,35784,1278,35784,28,22.2859787,114.1914919,3.0,5.0,20.0
Empire Centre,TSIM SHA TSUI,35630,1018,35630,35,22.2982675,114.1783981,0.0,6.0,20.0
Lee West Commercial Building,WAN CHAI,35625,1425,35625,25,22.2790815,114.1798681,6.0,1.0,20.0
"Central Des Voeux, 308",SHEUNG WAN,35600,890,35600,40,22.2866328,114.1506702,10.0,6.0,20.0
Leighton Centre,CAUSEWAY BAY,35508,807,35508,44,22.2776353,114.1829035,12.0,16.0,20.0
Tern Centre - Block 2,SHEUNG WAN,35504,1400,35504,25,22.2848965,114.1513687,13.0,16.0,20.0
"Grand Plaza Office Tower, Two",MONG KOK / TAI KOK TSUI,35490,1014,35490,35,22.3198474,114.1620857,0.0,6.0,20.0
Delta House,SHATIN / FO TAN,35435,1865,35435,19,22.3985709,114.1929428,1.0,0.0,9.0
The HUB,WONG CHUK HANG,35380,1769,35380,20,22.2490089,114.1643124,2.0,0.0,3.0
Star House,TSIM SHA TSUI,35376,1474,35376,24,22.2946183,114.1691682,0.0,4.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,35336,1262,35336,28,22.2872433,114.1506702,2.0,6.0,20.0
The Centrium,CENTRAL,35302,929,35302,38,22.2806003,114.1546621,7.0,7.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,35198,950,35198,37,22.2860162,114.1516854,18.0,9.0,20.0
Yu Yuet Lai Building,CENTRAL,35064,974,35064,36,22.280928,114.1549201,16.0,10.0,20.0
Skyway Centre,SHEUNG WAN,35060,1753,35060,20,22.2866748,114.1485572,2.0,3.0,20.0
Java Commercial Centre,NORTH POINT,35006,1579,35006,22,22.2922171,114.2004585,3.0,1.0,20.0
Austin Commercial Centre,TSIM SHA TSUI,35005,1183,35005,29,22.3022294,114.1762084,1.0,3.0,20.0
Hart House,TSIM SHA TSUI,35004,1025,35004,34,22.2983031,114.1750029,6.0,4.0,20.0
Sunny House,CENTRAL,35002,1100,35002,31,45.4750404,13.5108023,0.0,1.0,1.0
Mirror Tower,TSIM SHA TSUI,35002,960,35002,36,22.297553,114.176456,1.0,3.0,20.0
Hing Yip Commercial Centre,SHEUNG WAN,35001,900,35001,38,22.2865048,114.1513914,18.0,10.0,20.0
Kwok Lun Commercial House,CENTRAL,35000,1000,35000,35,,,,,
New Mandarin Plaza - Tower B,TSIM SHA TSUI,35000,1400,35000,25,22.3005491,114.1786611,1.0,6.0,20.0
Winway Building,CENTRAL,34999,1058,34999,33,22.281714,114.155398,20.0,7.0,20.0
Simsons Commercial Building,WAN CHAI,34996,1172,34996,29,22.2768647,114.1737198,2.0,8.0,20.0
Simsons Commercial Building,WAN CHAI,34996,1172,34996,29,22.2768647,114.1737198,2.0,8.0,20.0
Simsons Commercial Building,WAN CHAI,34996,1172,34996,29,22.2768647,114.1737198,2.0,8.0,20.0
Simsons Commercial Building,WAN CHAI,34996,1172,34996,29,22.2768647,114.1737198,2.0,8.0,20.0
MW One,TSIM SHA TSUI,34995,1436,34995,24,22.300516,114.1749021,6.0,5.0,20.0
Foo Hoo Centre,TSIM SHA TSUI,34994,1375,34994,25,22.3020516,114.1761833,1.0,3.0,20.0
Winsome House,CENTRAL,34800,1160,34800,30,22.2816782,114.1548599,20.0,6.0,20.0
Wanchai Commercial Centre,WAN CHAI,34799,1513,34799,23,22.2771729,114.1760063,10.0,4.0,20.0
Hong Kong House,CENTRAL,34775,1070,34775,32,49.6029638,6.1338551,1.0,4.0,20.0
Energy Plaza,TSIM SHA TSUI,34720,868,34720,40,22.2999261,114.1767262,0.0,2.0,11.0
Winsome House,CENTRAL,34650,1155,34650,30,22.2816782,114.1548599,20.0,6.0,20.0
Jupiter Tower,NORTH POINT,34615,1505,34615,23,22.2862362,114.1923382,6.0,6.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,34552,1234,34552,28,22.2872433,114.1506702,2.0,6.0,20.0
Prosperous Building,CENTRAL,34520,863,34520,40,22.2833466,114.1564528,20.0,7.0,20.0
OfficePlus@Wan Chai (CRE Building),WAN CHAI,34503,700,34503,49,22.2783772,114.1776866,4.0,5.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,34499,822,34499,41,22.2860162,114.1516854,18.0,9.0,20.0
OfficePlus@Wan Chai (CRE Building),WAN CHAI,34499,749,34499,46,22.2783772,114.1776866,4.0,5.0,20.0
Kolling Centre,TSIM SHA TSUI,34476,1326,34476,26,22.3006373,114.1758785,4.0,4.0,20.0
Kolling Centre,TSIM SHA TSUI,34476,1326,34476,26,22.3006373,114.1758785,4.0,4.0,20.0
Kolling Centre,TSIM SHA TSUI,34476,1326,34476,26,22.3006373,114.1758785,4.0,4.0,20.0
Kolling Centre,TSIM SHA TSUI,34476,1326,34476,26,22.3006373,114.1758785,4.0,4.0,20.0
"Wellington Street, 128",CENTRAL,34432,1076,34432,32,22.2836886,114.153869,9.0,11.0,20.0
"Yee Wo Street, 68",CAUSEWAY BAY,34244,1223,34244,28,22.2791924,114.1865722,6.0,4.0,20.0
OfficePlus@Wan Chai (CRE Building),WAN CHAI,34200,1032,34200,33,22.2783772,114.1776866,4.0,5.0,20.0
Asia Standard Tower,CENTRAL,34164,876,34164,39,22.2830055,114.155849,20.0,10.0,20.0
Goldmark,CAUSEWAY BAY,34160,854,34160,40,22.2798889,114.1842939,5.0,18.0,20.0
"Heung Yip Road, 41",WONG CHUK HANG,34155,1485,34155,23,22.2477698,114.1632639,4.0,2.0,3.0
Queen's Centre,WAN CHAI,34076,1217,34076,28,22.2768689,114.1692657,3.0,11.0,20.0
Infotech Centre,KWUN TONG,34038,2196,34038,15,22.3134117,114.2196931,6.0,6.0,20.0
Infotech Centre,KWUN TONG,34038,2196,34038,15,22.3134117,114.2196931,6.0,6.0,20.0
Crawford House,CENTRAL,34020,540,34020,63,22.2826315,114.1555936,20.0,12.0,20.0
Morecrown Commercial Building,NORTH POINT,34005,1266,34005,26,22.2850374,114.1918167,5.0,6.0,20.0
Evernew House,CAUSEWAY BAY,34002,1800,34002,18,22.280715,114.18272,3.0,20.0,20.0
Cameron Commercial Centre,CAUSEWAY BAY,33998,1219,33998,27,22.2795173,114.1822096,12.0,11.0,20.0
Cameron Commercial Centre,CAUSEWAY BAY,33998,1219,33998,27,22.2795173,114.1822096,12.0,11.0,20.0
Wing On Cheong Building,SHEUNG WAN,33994,1548,33994,21,22.285674,114.1537514,5.0,11.0,20.0
Tower 188,WAN CHAI,33936,1414,33936,24,22.2775229,114.1742093,5.0,9.0,20.0
Kowloon Centre,TSIM SHA TSUI,33877,1043,33877,32,22.2975863,114.1702704,10.0,7.0,20.0
East Ocean Centre,TSIM SHA TSUI,33858,1254,33858,27,22.3003823,114.1777233,1.0,7.0,20.0
Millennium City 2,KWUN TONG,33858,1254,33858,27,22.3144685,114.2201636,2.0,0.0,4.0
The Phoenix,WAN CHAI,33840,1128,33840,30,22.2787359,114.1714473,3.0,6.0,20.0
The Phoenix,WAN CHAI,33840,1128,33840,30,22.2787359,114.1714473,3.0,6.0,20.0
The Phoenix,WAN CHAI,33840,1128,33840,30,22.2787359,114.1714473,3.0,6.0,20.0
Hoseinee House,CENTRAL,33830,1187,33830,28,22.281653,114.154943,20.0,7.0,20.0
Hoseinee House,CENTRAL,33830,1187,33830,28,22.281653,114.154943,20.0,7.0,20.0
Hoseinee House,CENTRAL,33830,1187,33830,28,22.281653,114.154943,20.0,7.0,20.0
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,33825,1025,33825,33,22.2976578,114.1778408,0.0,4.0,20.0
Fortress Tower,NORTH POINT,33787,1469,33787,23,22.2887539,114.1942602,6.0,2.0,20.0
"Sea View Estate, Block B",NORTH POINT,33750,2250,33750,15,22.2873828,114.1910307,3.0,4.0,16.0
Dominion Centre,WAN CHAI,33720,1405,33720,24,22.2764258,114.1692496,2.0,11.0,20.0
Dominion Centre,WAN CHAI,33720,1405,33720,24,22.2764258,114.1692496,2.0,11.0,20.0
Omega Plaza,MONG KOK / TAI KOK TSUI,33644,1294,33644,26,22.3198474,114.1620857,0.0,6.0,20.0
Emperor Hollywood Centre (Centre Hollywood),SHEUNG WAN,33604,1571,33604,21,22.2840681,114.1505838,3.0,12.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,33582,1158,33582,29,22.2872433,114.1506702,2.0,6.0,20.0
AXA Southside,WONG CHUK HANG,33535,1765,33535,19,22.2481054,114.1660903,5.0,5.0,18.0
Ovest,SHEUNG WAN,33504,1047,33504,32,22.285941,114.152217,16.0,12.0,20.0
Tai Yau Building,WAN CHAI,33480,1116,33480,30,22.276967,114.17455,3.0,8.0,20.0
Houston Centre,TSIM SHA TSUI,33401,1238,33401,26,22.2980295,114.1768655,1.0,2.0,20.0
Houston Centre,TSIM SHA TSUI,33350,1334,33350,25,22.2980295,114.1768655,1.0,2.0,20.0
Bangkok Bank Building,SHEUNG WAN,33235,1445,33235,23,22.286607,114.1487952,5.0,3.0,20.0
FLK Tower,WAN CHAI,33210,1107,33210,30,22.276882,114.174206,3.0,9.0,20.0
FLK Tower,WAN CHAI,33210,1107,33210,30,22.276882,114.174206,3.0,9.0,20.0
FLK Tower,WAN CHAI,33210,1107,33210,30,22.276882,114.174206,3.0,9.0,20.0
FLK Tower,WAN CHAI,33210,1107,33210,30,22.276882,114.174206,3.0,9.0,20.0
FLK Tower,WAN CHAI,33210,1107,33210,30,22.276882,114.174206,3.0,9.0,20.0
Lu Plaza,KWUN TONG,33133,1949,33133,17,22.3073017,114.2232053,0.0,5.0,7.0
Southgate Commercial Centre,TSIM SHA TSUI,33132,1004,33132,33,22.3001688,114.1739528,7.0,5.0,20.0
Infotech Centre,KWUN TONG,33124,2366,33124,14,22.3134117,114.2196931,6.0,6.0,20.0
Bank of America Tower,CENTRAL,33120,736,33120,45,,,,,
CNT Tower,WAN CHAI,33088,1504,33088,22,22.278332,114.178819,15.0,6.0,20.0
Asia Standard Tower,CENTRAL,33048,918,33048,36,22.2830055,114.155849,20.0,10.0,20.0
Evernew House,CAUSEWAY BAY,33008,1600,33008,20,22.280715,114.18272,3.0,20.0,20.0
OfficePlus@Wan Chai (CRE Building),WAN CHAI,33003,900,33003,36,22.2783772,114.1776866,4.0,5.0,20.0
Winbase Centre,SHEUNG WAN,33003,1318,33003,25,22.2846531,114.1520985,12.0,15.0,20.0
Alliance Building,SHEUNG WAN,33000,1000,33000,33,22.2870402,114.151975,6.0,4.0,20.0
Fortune House,CENTRAL,33000,1200,33000,27,22.2854027,114.1556704,4.0,8.0,20.0
Fortune House,CENTRAL,33000,1200,33000,27,22.2854027,114.1556704,4.0,8.0,20.0
Kwong Fat Hong Building,SHEUNG WAN,33000,1100,33000,30,22.2859516,114.1531841,6.0,7.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,33000,750,33000,44,22.2860162,114.1516854,18.0,9.0,20.0
Well On Commercial Building,CENTRAL,33000,750,33000,44,22.2819991,114.1551885,20.0,13.0,20.0
Winner Commercial Building,WAN CHAI,33000,1500,33000,22,22.2798205,114.1802327,6.0,2.0,20.0
Grand Millennium Plaza,SHEUNG WAN,32999,341,32999,96,22.2856235,114.1529485,10.0,10.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,32998,713,32998,46,22.2860162,114.1516854,18.0,9.0,20.0
Malahon Centre,CENTRAL,32997,1359,32997,24,22.2817034,114.1559302,20.0,7.0,20.0
Goldmark,CAUSEWAY BAY,32960,824,32960,40,22.2798889,114.1842939,5.0,18.0,20.0
Golden Bloom Centre,CAUSEWAY BAY,32940,1220,32940,27,22.279695,114.184535,7.0,18.0,20.0
Landmark South,WONG CHUK HANG,32934,1497,32934,22,22.249265,114.167138,2.0,2.0,7.0
AT Tower,NORTH POINT,32900,1175,32900,28,22.2879396,114.1925284,4.0,11.0,20.0
AT Tower,NORTH POINT,32900,1175,32900,28,22.2879396,114.1925284,4.0,11.0,20.0
AT Tower,NORTH POINT,32900,1175,32900,28,22.2879396,114.1925284,4.0,11.0,20.0
Mirror Tower,TSIM SHA TSUI,32800,1000,32800,32,22.297553,114.176456,1.0,3.0,20.0
CS Tower,SHEUNG WAN,32760,1260,32760,26,22.2862922,114.1518242,15.0,7.0,20.0
CS Tower,SHEUNG WAN,32760,1260,32760,26,22.2862922,114.1518242,15.0,7.0,20.0
Golden Bloom Centre,CAUSEWAY BAY,32724,1212,32724,27,22.279695,114.184535,7.0,18.0,20.0
Li Dong Building,CENTRAL,32704,1168,32704,28,22.2828948,114.1563008,20.0,5.0,20.0
Park Commercial Centre,CAUSEWAY BAY,32700,1090,32700,30,22.2819266,114.1920769,0.0,1.0,4.0
"Heung Yip Road, 41",WONG CHUK HANG,32670,1485,32670,22,22.2477698,114.1632639,4.0,2.0,3.0
Chinachem Golden Plaza,TSIM SHA TSUI,32660,1420,32660,23,22.2988123,114.1721746,3.0,6.0,20.0
Shun Ho Tower,CENTRAL,32564,1163,32564,28,22.2803307,114.1564993,13.0,13.0,20.0
Shun Ho Tower,CENTRAL,32564,1163,32564,28,22.2803307,114.1564993,13.0,13.0,20.0
"The Chelsea (Jervois Street, 69)",SHEUNG WAN,32520,813,32520,40,22.2852335,114.1511115,19.0,20.0,20.0
"The Chelsea (Jervois Street, 69)",SHEUNG WAN,32520,813,32520,40,22.2852335,114.1511115,19.0,20.0,20.0
Technology Plaza,NORTH POINT,32500,1625,32500,20,,,,,
Milton Mansion,TSIM SHA TSUI,32500,1060,32500,30,22.2994935,114.1722783,6.0,15.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,32499,713,32499,45,22.2860162,114.1516854,18.0,9.0,20.0
Austin Plaza,JORDAN,32480,1160,32480,28,22.3033986,114.1710135,4.0,2.0,20.0
Hang Lung Centre,CAUSEWAY BAY,32350,647,32350,50,22.2802143,114.1859353,5.0,3.0,20.0
Causeway Bay Plaza II,CAUSEWAY BAY,32305,923,32305,35,22.2805414,114.1821601,7.0,8.0,20.0
Lucky Building,CENTRAL,32288,1009,32288,32,22.2822369,114.155333,20.0,12.0,20.0
"Wellington Street, 128",CENTRAL,32280,1076,32280,30,22.2836886,114.153869,9.0,11.0,20.0
Capitol Centre - Block 2,CAUSEWAY BAY,32220,1074,32220,30,22.279725,114.1845751,7.0,17.0,20.0
Far East Consortium Building,SHEUNG WAN,32200,1400,32200,23,22.2863943,114.1491375,5.0,3.0,20.0
Park Tower,JORDAN,32200,1400,32200,23,30.585164,36.238414,2.0,20.0,20.0
Asia Standard Tower,CENTRAL,32184,894,32184,36,22.2830055,114.155849,20.0,10.0,20.0
K Wah Centre,NORTH POINT,32034,1686,32034,19,22.2932357,114.2047775,0.0,2.0,0.0
Cheong K. Building,CENTRAL,32004,900,32004,35,22.284439,114.155401,3.0,14.0,20.0
Eton Building,SHEUNG WAN,32003,1274,32003,25,22.2866054,114.1511878,15.0,7.0,20.0
Double Commercial Building,CENTRAL,32002,825,32002,38,22.2821047,114.15557,20.0,12.0,20.0
"Chatham Road South, 1",TSIM SHA TSUI,32001,951,32001,33,22.2965247,114.1751693,1.0,2.0,20.0
Tin On Sing Commercial Building,CENTRAL,32001,1053,32001,30,22.2828109,114.1534409,11.0,20.0,20.0
Cheung Lee Commercial Building,TSIM SHA TSUI,32000,800,32000,40,22.300917,114.1731733,4.0,8.0,20.0
Eton Building,SHEUNG WAN,32000,1330,32000,24,22.2866054,114.1511878,15.0,7.0,20.0
Cheong K. Building,CENTRAL,31999,1100,31999,29,22.284439,114.155401,3.0,14.0,20.0
Wong Chung Ming Commercial Building,CENTRAL,31999,1100,31999,29,22.2799907,114.1587983,1.0,7.0,17.0
Wong Chung Ming Commercial Building,CENTRAL,31999,1100,31999,29,22.2799907,114.1587983,1.0,7.0,17.0
Wong Chung Ming Commercial Building,CENTRAL,31999,1100,31999,29,22.2799907,114.1587983,1.0,7.0,17.0
Wong Chung Ming Commercial Building,CENTRAL,31999,1100,31999,29,22.2799907,114.1587983,1.0,7.0,17.0
Wong Chung Ming Commercial Building,CENTRAL,31999,1100,31999,29,22.2799907,114.1587983,1.0,7.0,17.0
Tung Ming Building,CENTRAL,31998,600,31998,53,22.2831172,114.1565646,20.0,6.0,20.0
Goldmark,CAUSEWAY BAY,31997,755,31997,42,22.2798889,114.1842939,5.0,18.0,20.0
Siki Centre,CAUSEWAY BAY,31996,1063,31996,30,22.2796776,114.1847377,8.0,17.0,20.0
Siki Centre,CAUSEWAY BAY,31996,1063,31996,30,22.2796776,114.1847377,8.0,17.0,20.0
Siki Centre,CAUSEWAY BAY,31996,1063,31996,30,22.2796776,114.1847377,8.0,17.0,20.0
Kam Lung Commercial Centre,TSIM SHA TSUI,31996,950,31996,33,22.2981654,114.1743295,10.0,8.0,20.0
Kam Lung Commercial Centre,TSIM SHA TSUI,31996,950,31996,33,22.2981654,114.1743295,10.0,8.0,20.0
Multifield Plaza,TSIM SHA TSUI,31994,1288,31994,24,22.2983375,114.1743575,9.0,4.0,20.0
Car Po Commercial Building,CENTRAL,31994,1155,31994,27,22.2822436,114.154595,16.0,20.0,20.0
Morrison Plaza,WAN CHAI,31992,1333,31992,24,22.2778813,114.1800469,5.0,5.0,20.0
Concordia Plaza,TSIM SHA TSUI,31980,1230,31980,26,22.2988123,114.1721746,3.0,6.0,20.0
Bangkok Bank Building,SHEUNG WAN,31970,1390,31970,23,22.286607,114.1487952,5.0,3.0,20.0
Hanford Commercial Centre,JORDAN,31955,913,31955,35,22.3038952,114.1714619,4.0,3.0,20.0
Greatmany Centre,WAN CHAI,31950,1278,31950,25,22.2756786,114.1704118,1.0,9.0,20.0
Kolling Centre,TSIM SHA TSUI,31824,1326,31824,24,22.3006373,114.1758785,4.0,4.0,20.0
"Kodak House, Block 2",NORTH POINT,31800,2120,31800,15,34.0978305,-118.3590054,1.0,1.0,0.0
Manning House,CENTRAL,31800,530,31800,60,22.2819714,114.1561385,20.0,10.0,20.0
Concordia Plaza,TSIM SHA TSUI,31538,1213,31538,26,22.2988123,114.1721746,3.0,6.0,20.0
C C Wu Building,WAN CHAI,31523,1087,31523,29,22.2777777,114.1778408,6.0,6.0,20.0
C C Wu Building,WAN CHAI,31523,1087,31523,29,22.2777777,114.1778408,6.0,6.0,20.0
C C Wu Building,WAN CHAI,31523,1087,31523,29,22.2777777,114.1778408,6.0,6.0,20.0
C C Wu Building,WAN CHAI,31523,1087,31523,29,22.2777777,114.1778408,6.0,6.0,20.0
C C Wu Building,WAN CHAI,31523,1087,31523,29,22.2777777,114.1778408,6.0,6.0,20.0
Bartlock Centre,CAUSEWAY BAY,31500,1050,31500,30,22.2777039,114.1821166,13.0,20.0,20.0
Winner Commercial Building,WAN CHAI,31500,1500,31500,21,22.2798205,114.1802327,6.0,2.0,20.0
Shiu Fung Hong Building,SHEUNG WAN,31472,1124,31472,28,22.2878019,114.1480606,2.0,3.0,17.0
Shiu Fung Hong Building,SHEUNG WAN,31472,1124,31472,28,22.2878019,114.1480606,2.0,3.0,17.0
Ovest,SHEUNG WAN,31410,1047,31410,30,22.285941,114.152217,16.0,12.0,20.0
Ovest,SHEUNG WAN,31410,1047,31410,30,22.285941,114.152217,16.0,12.0,20.0
Ovest,SHEUNG WAN,31410,1047,31410,30,22.285941,114.152217,16.0,12.0,20.0
Ovest,SHEUNG WAN,31410,1047,31410,30,22.285941,114.152217,16.0,12.0,20.0
Ovest,SHEUNG WAN,31410,1047,31410,30,22.285941,114.152217,16.0,12.0,20.0
Ovest,SHEUNG WAN,31410,1047,31410,30,22.285941,114.152217,16.0,12.0,20.0
On Hong Commercial Building,WAN CHAI,31310,1010,31310,31,22.277808,114.1730803,5.0,5.0,20.0
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,31232,976,31232,32,22.2976578,114.1778408,0.0,4.0,20.0
Tiffan Tower,WAN CHAI,31164,1484,31164,21,22.2777315,114.1786122,8.0,6.0,20.0
Tiffan Tower,WAN CHAI,31164,1484,31164,21,22.2777315,114.1786122,8.0,6.0,20.0
Hang Lung Centre,CAUSEWAY BAY,31100,622,31100,50,22.2802143,114.1859353,5.0,3.0,20.0
Fu Fai Commercial Centre,SHEUNG WAN,31050,1350,31050,23,22.2861111,114.1530158,6.0,6.0,20.0
Dah Sing Life Building,CENTRAL,31044,1194,31044,26,22.284794,114.1557652,2.0,8.0,20.0
Dah Sing Life Building,CENTRAL,31044,1194,31044,26,22.284794,114.1557652,2.0,8.0,20.0
Dah Sing Life Building,CENTRAL,31044,1194,31044,26,22.284794,114.1557652,2.0,8.0,20.0
World Wide House,CENTRAL,31008,304,31008,102,22.2825285,114.1578668,4.0,4.0,20.0
Foo Hoo Centre,TSIM SHA TSUI,31006,1375,31006,22,22.3020516,114.1761833,1.0,3.0,20.0
Shiu Fung Commercial Building,WAN CHAI,31004,1150,31004,26,22.2767805,114.1711761,4.0,5.0,20.0
Chevalier House,TSIM SHA TSUI,31001,918,31001,33,22.2988511,114.175517,1.0,4.0,20.0
Hermes Commercial Centre,TSIM SHA TSUI,31001,874,31001,35,22.3025571,114.1723566,10.0,7.0,20.0
Kai Wong Commercial Building,SHEUNG WAN,31000,732,31000,42,22.2846067,114.1518408,8.0,16.0,20.0
Tung Ming Building,CENTRAL,31000,660,31000,46,22.2831172,114.1565646,20.0,6.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,30998,547,30998,56,22.2860162,114.1516854,18.0,9.0,20.0
FLK Tower,WAN CHAI,30996,1107,30996,28,22.276882,114.174206,3.0,9.0,20.0
FLK Tower,WAN CHAI,30996,1107,30996,28,22.276882,114.174206,3.0,9.0,20.0
FLK Tower,WAN CHAI,30996,1107,30996,28,22.276882,114.174206,3.0,9.0,20.0
FLK Tower,WAN CHAI,30996,1107,30996,28,22.276882,114.174206,3.0,9.0,20.0
Far East Consortium Building,SHEUNG WAN,30888,1188,30888,26,22.2863943,114.1491375,5.0,3.0,20.0
Star House,TSIM SHA TSUI,30822,1401,30822,22,22.2946183,114.1691682,0.0,4.0,20.0
Mirror Tower,TSIM SHA TSUI,30816,960,30816,32,22.297553,114.176456,1.0,3.0,20.0
Hang Lung Centre,CAUSEWAY BAY,30800,560,30800,55,22.2802143,114.1859353,5.0,3.0,20.0
Tai Sang Bank Building,SHEUNG WAN,30798,1058,30798,29,22.2863943,114.1491375,5.0,3.0,20.0
Neich Tower,WAN CHAI,30798,1096,30798,28,22.2792685,114.1757735,2.0,4.0,8.0
Mirror Tower,TSIM SHA TSUI,30797,860,30797,35,22.297553,114.176456,1.0,3.0,20.0
Causeway Bay Plaza II,CAUSEWAY BAY,30690,930,30690,33,22.2805414,114.1821601,7.0,8.0,20.0
China Insurance Building,TSIM SHA TSUI,30548,1091,30548,28,22.2991175,114.1750077,2.0,5.0,20.0
East Town Building,WAN CHAI,30535,985,30535,31,22.2783849,114.1705822,2.0,4.0,20.0
Shiu Fung Hong Building,SHEUNG WAN,30500,1525,30500,20,22.2878019,114.1480606,2.0,3.0,17.0
World Finance Centre - North,TSIM SHA TSUI,30480,1016,30480,30,22.2988123,114.1721746,3.0,6.0,20.0
