bldg_name,district,price,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m
Asia Standard Tower,CENTRAL,121563,3117,121563,39,22.2830055,114.155849,20.0,10.0,20.0
Siu On Centre,WAN CHAI,121342,4667,121342,26,22.2781247,114.1742393,6.0,8.0,20.0
Siu On Centre,WAN CHAI,121342,4667,121342,26,22.2781247,114.1742393,6.0,8.0,20.0
Wellington Place/M88,CENTRAL,121320,3033,121320,40,22.2807553,114.156032,16.0,15.0,20.0
"Gateway, The - Tower 2",TSIM SHA TSUI,121138,3274,121138,37,22.2988123,114.1721746,3.0,6.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,120575,3445,120575,35,22.2792728,114.1650221,0.0,4.0,20.0
Central Plaza,WAN CHAI,120448,1882,120448,64,22.2799097,114.1737282,0.0,0.0,0.0
CNT Tower,WAN CHAI,120018,6773,120018,17,22.278332,114.178819,15.0,6.0,20.0
Fortune House,CENTRAL,120003,3900,120003,30,22.2854027,114.1556704,4.0,8.0,20.0
Kwan Chart Tower,WAN CHAI,120000,4693,120000,25,22.2792993,114.1780494,5.0,2.0,20.0
Convention Plaza Office Tower,WAN CHAI,119808,2496,119808,48,22.2809259,114.1740414,0.0,4.0,14.0
Sands Building,TSIM SHA TSUI,119598,3858,119598,31,22.2965222,114.1709494,8.0,3.0,20.0
"Electric Road, 148",NORTH POINT,119168,4256,119168,28,22.2864911,114.1917255,6.0,8.0,20.0
Great Eagle Centre,WAN CHAI,119160,1986,119160,60,22.28092,114.175095,0.0,6.0,20.0
Wilson House,CENTRAL,118848,3714,118848,32,22.2804986,114.1557097,19.0,11.0,20.0
AIA Tower,NORTH POINT,118734,2827,118734,42,22.2880413,114.1923207,3.0,9.0,20.0
East Town Building,WAN CHAI,118470,3590,118470,33,22.2783849,114.1705822,2.0,4.0,20.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,118276,5670,118276,20,22.3349378,114.1567759,0.0,0.0,4.0
299QRC,SHEUNG WAN,118260,4380,118260,27,22.2849577,114.150647,9.0,20.0,20.0
299QRC,SHEUNG WAN,118260,4380,118260,27,22.2849577,114.150647,9.0,20.0,20.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,118144,5680,118144,20,22.3349378,114.1567759,0.0,0.0,4.0
Admiralty Centre - Tower 2,ADMIRALTY,118003,3116,118003,37,22.2791365,114.165544,0.0,4.0,20.0
"King's Road, 1063",QUARRY BAY,117828,3273,117828,36,22.2849855,114.213756,6.0,4.0,11.0
"Electric Road, 148",NORTH POINT,117796,4207,117796,28,22.2864911,114.1917255,6.0,8.0,20.0
"Electric Road, 148",NORTH POINT,117796,4207,117796,28,22.2864911,114.1917255,6.0,8.0,20.0
Hip Shing Hong Centre,CENTRAL,117648,2736,117648,43,22.2834479,114.1569173,20.0,5.0,20.0
Grand Century Place - Tower II,MONG KOK / TAI KOK TSUI,117468,3263,117468,36,22.3198474,114.1620857,0.0,6.0,20.0
Hanford Commercial Centre,JORDAN,117360,3912,117360,30,22.3038952,114.1714619,4.0,3.0,20.0
One Island South,WONG CHUK HANG,117348,5334,117348,22,22.2459198,114.1664957,0.0,1.0,3.0
Lippo Centre - Tower 2,ADMIRALTY,117315,2607,117315,45,22.2792541,114.1636196,1.0,3.0,17.0
Beautiful Group Tower,SHEUNG WAN,117060,3902,117060,30,22.2863943,114.1491375,5.0,3.0,20.0
"Sea View Estate, Block B",NORTH POINT,117000,6500,117000,18,22.2873828,114.1910307,3.0,4.0,16.0
Nina Tower,TSUEN WAN,116732,5306,116732,22,22.368611,114.113056,1.0,3.0,12.0
Chubb Tower (Windsor House),CAUSEWAY BAY,116532,3237,116532,36,22.280292,114.1864779,4.0,2.0,20.0
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,116160,2420,116160,48,22.301131,114.1726444,4.0,11.0,20.0
"Hing Fat Street, 88",NORTH POINT,116000,4000,116000,29,22.2857461,114.1907881,1.0,4.0,20.0
Convention Plaza Office Tower,WAN CHAI,115965,2577,115965,45,22.2809259,114.1740414,0.0,4.0,14.0
Kai Seng Commercial Centre,TSIM SHA TSUI,115920,4140,115920,28,22.2960291,114.1715518,4.0,7.0,20.0
Bank of East Asia Harbour View Centre,WAN CHAI,115880,2897,115880,40,22.2787113,114.1711527,2.0,4.0,20.0
Hing Wai Building,CENTRAL,115700,1780,115700,65,22.2818233,114.1562602,20.0,8.0,20.0
Cosco Tower,SHEUNG WAN,115695,2571,115695,45,22.2856235,114.1529485,10.0,10.0,20.0
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,115599,3503,115599,33,22.2976578,114.1778408,0.0,4.0,20.0
China Building,CENTRAL,115500,1925,115500,60,22.281752,114.156841,7.0,10.0,20.0
Capital Centre,WAN CHAI,115360,4120,115360,28,22.2794349,114.1772835,1.0,1.0,20.0
Yinhe Tower,WAN CHAI,115250,4610,115250,25,22.276022,114.1751471,2.0,2.0,12.0
Energy Plaza,TSIM SHA TSUI,114912,4256,114912,27,22.2999261,114.1767262,0.0,2.0,11.0
Energy Plaza,TSIM SHA TSUI,114912,4256,114912,27,22.2999261,114.1767262,0.0,2.0,11.0
Central Plaza,WAN CHAI,114642,1737,114642,66,22.2799097,114.1737282,0.0,0.0,0.0
Manning House,CENTRAL,114075,1521,114075,75,22.2819714,114.1561385,20.0,10.0,20.0
World Wide House,CENTRAL,113895,2531,113895,45,22.2825285,114.1578668,4.0,4.0,20.0
Mirror Tower,TSIM SHA TSUI,113858,3525,113858,32,22.297553,114.176456,1.0,3.0,20.0
China Insurance Group Building,SHEUNG WAN,113750,4550,113750,25,22.2863943,114.1491375,5.0,3.0,20.0
Allied Kajima Building,WAN CHAI,113620,2470,113620,46,22.2792687,114.176401,3.0,4.0,16.0
"Harbourfront, One",HUNG HOM / TO KWA WAN,113256,3146,113256,36,22.3173373,114.1879691,0.0,0.0,14.0
Shui On Centre,WAN CHAI,113256,2904,113256,39,22.2801875,114.1716875,0.0,5.0,11.0
One Hysan Avenue,CAUSEWAY BAY,113085,2513,113085,45,22.2780133,114.1838089,1.0,8.0,20.0
World Finance Centre - South,TSIM SHA TSUI,112694,3886,112694,29,22.2988123,114.1721746,3.0,6.0,20.0
China Building,CENTRAL,112680,1878,112680,60,22.281752,114.156841,7.0,10.0,20.0
Entertainment Building,CENTRAL,112630,1609,112630,70,22.2814411,114.1564406,18.0,12.0,20.0
Lippo Leighton Tower,CAUSEWAY BAY,112520,3880,112520,29,22.2773826,114.1855019,0.0,8.0,20.0
Grand Millennium Plaza,SHEUNG WAN,112385,3211,112385,35,22.2856235,114.1529485,10.0,10.0,20.0
"Hart Avenue, 8",TSIM SHA TSUI,112372,4322,112372,26,22.2981888,114.1746715,8.0,4.0,20.0
Hip Shing Hong Centre,CENTRAL,112176,2736,112176,41,22.2834479,114.1569173,20.0,5.0,20.0
1 Lyndhurst Tower,CENTRAL,112140,4005,112140,28,22.2826214,114.1546879,20.0,20.0,20.0
Siu On Centre,WAN CHAI,112008,4667,112008,24,22.2781247,114.1742393,6.0,8.0,20.0
Siu On Centre,WAN CHAI,112008,4667,112008,24,22.2781247,114.1742393,6.0,8.0,20.0
Siu On Centre,WAN CHAI,112008,4667,112008,24,22.2781247,114.1742393,6.0,8.0,20.0
Siu On Centre,WAN CHAI,112008,4667,112008,24,22.2781247,114.1742393,6.0,8.0,20.0
Lippo Centre - Tower 2,ADMIRALTY,112005,2489,112005,45,22.2792541,114.1636196,1.0,3.0,17.0
The Center,CENTRAL,111915,2487,111915,45,22.2846202,114.1547347,3.0,17.0,20.0
The Center,CENTRAL,111915,2487,111915,45,22.2846202,114.1547347,3.0,17.0,20.0
Ruttonjee Centre - Ruttonjee House,CENTRAL,111800,2236,111800,50,22.2799665,114.1568521,5.0,6.0,20.0
Kai Seng Commercial Centre,TSIM SHA TSUI,111780,4140,111780,27,22.2960291,114.1715518,4.0,7.0,20.0
Beautiful Group Tower,SHEUNG WAN,111720,2940,111720,38,22.2863943,114.1491375,5.0,3.0,20.0
World Finance Centre - North,TSIM SHA TSUI,111650,3850,111650,29,22.2988123,114.1721746,3.0,6.0,20.0
Wharf T & T Centre,TSIM SHA TSUI,111505,3845,111505,29,22.2970382,114.1686482,0.0,8.0,20.0
Prosperity Millennia Plaza,NORTH POINT,111504,4646,111504,24,22.2916983,114.2081683,1.0,1.0,5.0
Cubus,CAUSEWAY BAY,111400,2785,111400,40,22.2776817,114.1849653,0.0,13.0,20.0
"Heung Yip Road, 41",WONG CHUK HANG,111375,4455,111375,25,22.2477698,114.1632639,4.0,2.0,3.0
Loke Yew Building,CENTRAL,111360,2320,111360,48,22.28223,114.156059,20.0,8.0,20.0
Lee & Man Commercial Center,NORTH POINT,111300,4452,111300,25,22.287503,114.191589,4.0,6.0,20.0
"Grand Plaza Office Tower, One",MONG KOK / TAI KOK TSUI,111240,2472,111240,45,22.3203648,114.169773,5.0,8.0,20.0
The Centrium,CENTRAL,111188,2926,111188,38,22.2806003,114.1546621,7.0,7.0,20.0
The Centrium,CENTRAL,111150,2925,111150,38,22.2806003,114.1546621,7.0,7.0,20.0
China Building,CENTRAL,111060,1851,111060,60,22.281752,114.156841,7.0,10.0,20.0
Eastcore,KWUN TONG,110544,6909,110544,16,22.313354,114.2228428,12.0,6.0,20.0
Eastcore,KWUN TONG,110544,6909,110544,16,22.313354,114.2228428,12.0,6.0,20.0
"Electric Road, 148",NORTH POINT,110376,3942,110376,28,22.2864911,114.1917255,6.0,8.0,20.0
"Johnston Road, 208",WAN CHAI,110360,2759,110360,40,22.2773147,114.1762227,8.0,4.0,20.0
Beautiful Group Tower,SHEUNG WAN,110352,2904,110352,38,22.2863943,114.1491375,5.0,3.0,20.0
AIA Tower,NORTH POINT,110250,2625,110250,42,22.2880413,114.1923207,3.0,9.0,20.0
"Chinachem Exchange Square, Two",NORTH POINT,110225,4409,110225,25,22.2903966,114.1974685,3.0,0.0,10.0
Kinwick Centre,CENTRAL,110040,2751,110040,40,22.2820704,114.1532016,10.0,20.0,20.0
Cosmos Building,CENTRAL,109998,2700,109998,40,22.2806515,114.1556894,20.0,11.0,20.0
Marina 8,WONG CHUK HANG,109824,4576,109824,24,22.2484741,114.1677273,4.0,2.0,12.0
Marina 8,WONG CHUK HANG,109824,4576,109824,24,22.2484741,114.1677273,4.0,2.0,12.0
Capital Centre,WAN CHAI,109025,4361,109025,25,22.2794349,114.1772835,1.0,1.0,20.0
"Harbourfront, Two",HUNG HOM / TO KWA WAN,108990,3114,108990,35,22.3173373,114.1879691,0.0,0.0,14.0
China Resources Building,WAN CHAI,108615,1671,108615,65,22.2799943,114.1750916,0.0,0.0,5.0
Cubus,CAUSEWAY BAY,108360,2709,108360,40,22.2776817,114.1849653,0.0,13.0,20.0
Sino Plaza,CAUSEWAY BAY,108045,2205,108045,49,22.2814029,114.1824265,3.0,5.0,20.0
Ho Lee Commercial Building,CENTRAL,108004,1300,108004,83,,,,,
"Hart Avenue, 4",TSIM SHA TSUI,107996,3800,107996,28,22.2978209,114.174439,10.0,9.0,20.0
Gold Swan Commercial Buidling,CAUSEWAY BAY,107985,3140,107985,34,22.2793302,114.1816904,15.0,6.0,20.0
Millennium City 5 - BEA Tower,KWUN TONG,107926,4151,107926,26,22.3128725,114.2246845,3.0,13.0,20.0
Park Commercial Centre,CAUSEWAY BAY,107460,3582,107460,30,22.2819266,114.1920769,0.0,1.0,4.0
Cubus,CAUSEWAY BAY,107400,2685,107400,40,22.2776817,114.1849653,0.0,13.0,20.0
Chinachem Tower,CENTRAL,107325,2385,107325,45,22.2837458,114.1569637,6.0,6.0,20.0
Cubus,CAUSEWAY BAY,107240,2681,107240,40,22.2776817,114.1849653,0.0,13.0,20.0
Cubus,CAUSEWAY BAY,107220,3574,107220,30,22.2776817,114.1849653,0.0,13.0,20.0
"Duddell Street, 1",CENTRAL,107195,1949,107195,55,22.2802574,114.1572424,6.0,9.0,20.0
Valiant Commercial Building,TSIM SHA TSUI,107001,3963,107001,27,22.2988058,114.1749079,3.0,5.0,20.0
Cubus,CAUSEWAY BAY,106680,2667,106680,40,22.2776817,114.1849653,0.0,13.0,20.0
Century Square,CENTRAL,106600,2050,106600,52,22.281508,114.155987,20.0,7.0,20.0
"Johnston Road, 208",WAN CHAI,106590,2805,106590,38,22.2773147,114.1762227,8.0,4.0,20.0
Cubus,CAUSEWAY BAY,106520,2663,106520,40,22.2776817,114.1849653,0.0,13.0,20.0
YF Life Tower,WAN CHAI,106509,2731,106509,39,22.2785293,114.1699751,1.0,2.0,20.0
Cubus,CAUSEWAY BAY,106320,2658,106320,40,22.2776817,114.1849653,0.0,13.0,20.0
China Insurance Building,TSIM SHA TSUI,106288,3796,106288,28,22.2991175,114.1750077,2.0,5.0,20.0
Grand Millennium Plaza,SHEUNG WAN,106148,3122,106148,34,22.2856235,114.1529485,10.0,10.0,20.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,105975,4710,105975,22,22.3349378,114.1567759,0.0,0.0,4.0
Chung Nam Building,WAN CHAI,105754,4807,105754,22,22.2785068,114.1689358,1.0,0.0,6.0
Queen's Road Centre,CENTRAL,105630,3018,105630,35,22.2844191,114.153728,7.0,6.0,20.0
Queen's Road Centre,CENTRAL,105630,3018,105630,35,22.2844191,114.153728,7.0,6.0,20.0
Queen's Road Centre,CENTRAL,105630,3018,105630,35,22.2844191,114.153728,7.0,6.0,20.0
Queen's Road Centre,CENTRAL,105630,3018,105630,35,22.2844191,114.153728,7.0,6.0,20.0
China Building,CENTRAL,105360,1756,105360,60,22.281752,114.156841,7.0,10.0,20.0
Lippo Sun Plaza,TSIM SHA TSUI,104800,3275,104800,32,22.2969792,114.1697718,6.0,8.0,20.0
Chuang's Tower,CENTRAL,104445,2321,104445,45,22.2835613,114.1570651,9.0,6.0,20.0
Chuang's Tower,CENTRAL,104445,2321,104445,45,22.2835613,114.1570651,9.0,6.0,20.0
Chuang's Tower,CENTRAL,104445,2321,104445,45,22.2835613,114.1570651,9.0,6.0,20.0
Central Plaza,WAN CHAI,104390,1898,104390,55,22.2799097,114.1737282,0.0,0.0,0.0
Beautiful Group Tower,SHEUNG WAN,104386,2546,104386,41,22.2863943,114.1491375,5.0,3.0,20.0
Sun Hung Kai Centre,WAN CHAI,104284,1682,104284,62,22.2804582,114.1768125,0.0,3.0,20.0
Pedder Building,CENTRAL,104260,802,104260,130,22.2818636,114.1570102,4.0,8.0,20.0
World Trade Centre,CAUSEWAY BAY,104160,2170,104160,48,22.2815279,114.1842189,2.0,14.0,20.0
Ruttonjee Centre - Ruttonjee House,CENTRAL,104100,2082,104100,50,22.2799665,114.1568521,5.0,6.0,20.0
One Hysan Avenue,CAUSEWAY BAY,103815,2307,103815,45,22.2780133,114.1838089,1.0,8.0,20.0
Queen's Road Centre,CENTRAL,103495,2957,103495,35,22.2844191,114.153728,7.0,6.0,20.0
Queen's Road Centre,CENTRAL,103495,2957,103495,35,22.2844191,114.153728,7.0,6.0,20.0
Queen's Road Centre,CENTRAL,103495,2957,103495,35,22.2844191,114.153728,7.0,6.0,20.0
KT336 / (Far East Factory Building),KWUN TONG,103350,7950,103350,13,22.3158632,114.2163412,1.0,1.0,0.0
Lippo Centre - Tower 2,ADMIRALTY,103329,2403,103329,43,22.2792541,114.1636196,1.0,3.0,17.0
Sun Hung Kai Centre,WAN CHAI,103235,1877,103235,55,22.2804582,114.1768125,0.0,3.0,20.0
Cubus,CAUSEWAY BAY,103110,3437,103110,30,22.2776817,114.1849653,0.0,13.0,20.0
Hang Lung Centre,CAUSEWAY BAY,102450,2049,102450,50,22.2802143,114.1859353,5.0,3.0,20.0
The Quayside Tower 2,KWUN TONG,102304,4448,102304,23,22.3165336,114.2137085,0.0,3.0,20.0
"Central Des Voeux, 308",SHEUNG WAN,102220,2690,102220,38,22.2866328,114.1506702,10.0,6.0,20.0
"Gloucester Road, 80",WAN CHAI,102000,2500,102000,40,22.2790306,114.1729085,1.0,4.0,20.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,101926,4510,101926,22,22.3349378,114.1567759,0.0,0.0,4.0
YF Life Tower,WAN CHAI,101907,2613,101907,39,22.2785293,114.1699751,1.0,2.0,20.0
Bank of East Asia Harbour View Centre,WAN CHAI,101440,2536,101440,40,22.2787113,114.1711527,2.0,4.0,20.0
Great Eagle Centre,WAN CHAI,101424,2113,101424,48,22.28092,114.175095,0.0,6.0,20.0
Nathan Hill,TSIM SHA TSUI,101395,2897,101395,35,22.2988123,114.1721746,3.0,6.0,20.0
"Gateway, The - Tower 1",TSIM SHA TSUI,101376,2112,101376,48,22.2988123,114.1721746,3.0,6.0,20.0
The Center,CENTRAL,101283,2067,101283,49,22.2846202,114.1547347,3.0,17.0,20.0
Jubilee Centre,WAN CHAI,101255,2893,101255,35,22.2789226,114.1706823,0.0,2.0,20.0
Hing Wai Building,CENTRAL,101075,1555,101075,65,22.2818233,114.1562602,20.0,8.0,20.0
Nathan Hill,TSIM SHA TSUI,101010,2886,101010,35,22.2988123,114.1721746,3.0,6.0,20.0
The Centrium,CENTRAL,100960,2524,100960,40,22.2806003,114.1546621,7.0,7.0,20.0
K Wah Centre,NORTH POINT,100863,4803,100863,21,22.2932357,114.2047775,0.0,2.0,0.0
Admiralty Centre - Tower 1,ADMIRALTY,100320,2640,100320,38,22.2792728,114.1650221,0.0,4.0,20.0
Lippo Centre - Tower 2,ADMIRALTY,100303,2047,100303,49,22.2792541,114.1636196,1.0,3.0,17.0
Lippo Centre - Tower 2,ADMIRALTY,100296,2388,100296,42,22.2792541,114.1636196,1.0,3.0,17.0
Bank of Dongguan Tower (BOC Group Life Assurance Tower),SHEUNG WAN,100285,3235,100285,31,22.2863943,114.1491375,5.0,3.0,20.0
Bank of Dongguan Tower (BOC Group Life Assurance Tower),SHEUNG WAN,100285,3235,100285,31,22.2863943,114.1491375,5.0,3.0,20.0
Bank of Dongguan Tower (BOC Group Life Assurance Tower),SHEUNG WAN,100285,3235,100285,31,22.2863943,114.1491375,5.0,3.0,20.0
Bank of Dongguan Tower (BOC Group Life Assurance Tower),SHEUNG WAN,100285,3235,100285,31,22.2863943,114.1491375,5.0,3.0,20.0
Bank of Dongguan Tower (BOC Group Life Assurance Tower),SHEUNG WAN,100285,3235,100285,31,22.2863943,114.1491375,5.0,3.0,20.0
Lippo Sun Plaza,TSIM SHA TSUI,100110,3337,100110,30,22.2969792,114.1697718,6.0,8.0,20.0
Genesis,WONG CHUK HANG,100080,5560,100080,18,22.2459198,114.1664957,0.0,1.0,3.0
Dominion Centre,WAN CHAI,100072,3574,100072,28,22.2764258,114.1692496,2.0,11.0,20.0
Wyndham Place,CENTRAL,100015,3480,100015,28,22.2801595,114.1550448,9.0,9.0,20.0
Wyndham Place,CENTRAL,100015,3480,100015,28,22.2801595,114.1550448,9.0,9.0,20.0
Bartlock Centre,CAUSEWAY BAY,100008,2380,100008,42,22.2777039,114.1821166,13.0,20.0,20.0
Chinese Club Building,CENTRAL,100001,2798,100001,35,22.2831931,114.1574282,9.0,3.0,20.0
Citicorp Centre,NORTH POINT,100000,4000,100000,25,22.2862718,114.1902927,0.0,4.0,16.0
"Gloucester Road, 80",WAN CHAI,100000,2500,100000,40,22.2790306,114.1729085,1.0,4.0,20.0
Vincent Commercial Centre,TSIM SHA TSUI,99996,1200,99996,83,22.3028984,114.1732196,15.0,3.0,20.0
Mirror Tower,TSIM SHA TSUI,99847,3130,99847,31,22.297553,114.176456,1.0,3.0,20.0
Bank of Dongguan Tower (BOC Group Life Assurance Tower),SHEUNG WAN,99789,3219,99789,31,22.2863943,114.1491375,5.0,3.0,20.0
Henan Building,WAN CHAI,99760,4988,99760,20,22.2784926,114.1715012,3.0,6.0,20.0
Henan Building,WAN CHAI,99600,4980,99600,20,22.2784926,114.1715012,3.0,6.0,20.0
Aura On Pennington,CAUSEWAY BAY,99480,1658,99480,60,22.2791776,114.1859953,7.0,5.0,20.0
The Center,CENTRAL,99477,1579,99477,63,22.2846202,114.1547347,3.0,17.0,20.0
Millennium City 5 - BEA Tower,KWUN TONG,99416,2924,99416,34,22.3128725,114.2246845,3.0,13.0,20.0
COFCO Tower,CAUSEWAY BAY,99120,2065,99120,48,22.2815626,114.1828848,3.0,11.0,20.0
35 QRC,CENTRAL,99100,1982,99100,50,22.2822853,114.1563548,20.0,8.0,20.0
35 QRC,CENTRAL,99100,1982,99100,50,22.2822853,114.1563548,20.0,8.0,20.0
35 QRC,CENTRAL,99100,1982,99100,50,22.2822853,114.1563548,20.0,8.0,20.0
35 QRC,CENTRAL,99100,1982,99100,50,22.2822853,114.1563548,20.0,8.0,20.0
Wai Lan House - Res,CENTRAL,98987,1468,98987,67,22.2805997,114.1555813,20.0,9.0,20.0
World Finance Centre - North,TSIM SHA TSUI,98970,3299,98970,30,22.2988123,114.1721746,3.0,6.0,20.0
Printing House,CENTRAL,98890,1798,98890,55,22.279818,114.1571925,2.0,3.0,20.0
"Harbourfront, One",HUNG HOM / TO KWA WAN,98856,2746,98856,36,22.3173373,114.1879691,0.0,0.0,14.0
Tai Tung Building,WAN CHAI,98600,2900,98600,34,22.2773668,114.1746362,4.0,5.0,20.0
Shun Tak Centre - West Tower,SHEUNG WAN,98560,2816,98560,35,22.2880334,114.1512041,0.0,1.0,20.0
Cubus,CAUSEWAY BAY,98430,3281,98430,30,22.2776817,114.1849653,0.0,13.0,20.0
Tern Centre - Block 2,SHEUNG WAN,98007,2969,98007,33,22.2848965,114.1513687,13.0,16.0,20.0
Wing On House,CENTRAL,98000,2800,98000,35,22.283883,114.156478,8.0,6.0,20.0
Lippo Centre - Tower 2,ADMIRALTY,97996,2270,97996,43,22.2792541,114.1636196,1.0,3.0,17.0
China Hong Kong City - Tower 5,TSIM SHA TSUI,97907,5153,97907,19,22.3008733,114.1679008,0.0,5.0,15.0
United Asia Finance Centre,WAN CHAI,97680,2960,97680,33,22.276022,114.1751471,2.0,2.0,12.0
China Hong Kong City - Tower 2,TSIM SHA TSUI,97636,3487,97636,28,22.3008733,114.1679008,0.0,5.0,15.0
Aura On Pennington,CAUSEWAY BAY,97400,1948,97400,50,22.2791776,114.1859953,7.0,5.0,20.0
Aura On Pennington,CAUSEWAY BAY,97400,1948,97400,50,22.2791776,114.1859953,7.0,5.0,20.0
"Gateway, The - Tower 1",TSIM SHA TSUI,97200,2700,97200,36,22.2988123,114.1721746,3.0,6.0,20.0
Shun Tak Centre - West Tower,SHEUNG WAN,96862,2549,96862,38,22.2880334,114.1512041,0.0,1.0,20.0
Lippo Centre - Tower 2,ADMIRALTY,96840,2152,96840,45,22.2792541,114.1636196,1.0,3.0,17.0
Shun Tak Centre - West Tower,SHEUNG WAN,96624,2013,96624,48,22.2880334,114.1512041,0.0,1.0,20.0
299QRC,SHEUNG WAN,96570,3330,96570,29,22.2849577,114.150647,9.0,20.0,20.0
Shun Tak Centre - West Tower,SHEUNG WAN,96492,1892,96492,51,22.2880334,114.1512041,0.0,1.0,20.0
Genesis,WONG CHUK HANG,96424,6019,96424,16,22.2459198,114.1664957,0.0,1.0,3.0
Henry House,CAUSEWAY BAY,96001,1901,96001,50,22.2792127,114.1846448,10.0,14.0,20.0
Henry House,CAUSEWAY BAY,96001,1901,96001,50,22.2792127,114.1846448,10.0,14.0,20.0
Henry House,CAUSEWAY BAY,96001,1901,96001,50,22.2792127,114.1846448,10.0,14.0,20.0
Henry House,CAUSEWAY BAY,96001,1901,96001,50,22.2792127,114.1846448,10.0,14.0,20.0
The Center,CENTRAL,95795,1955,95795,49,22.2846202,114.1547347,3.0,17.0,20.0
World Trade Centre,CAUSEWAY BAY,95400,2385,95400,40,22.2815279,114.1842189,2.0,14.0,20.0
New Mandarin Plaza - Tower B,TSIM SHA TSUI,95200,2975,95200,32,22.3005491,114.1786611,1.0,6.0,20.0
China Hong Kong City - Tower 5,TSIM SHA TSUI,95172,3399,95172,28,22.3008733,114.1679008,0.0,5.0,15.0
K11 Atelier King's Road,QUARRY BAY,95040,2112,95040,45,22.2883738,114.209851,1.0,1.0,20.0
Overseas Trust Bank Building,WAN CHAI,95000,3800,95000,25,22.2799271,114.1774112,0.0,1.0,20.0
Dah Sing Financial Centre,WAN CHAI,94760,2369,94760,40,22.2747521,114.1735215,2.0,8.0,20.0
Lippo Centre - Tower 1,ADMIRALTY,94731,2429,94731,39,22.2791796,114.1636752,0.0,3.0,17.0
Tsim Sha Tsui Centre - West Tower,TSIM SHA TSUI,94550,3050,94550,31,22.2976578,114.1778408,0.0,4.0,20.0
Plaza 2000,CAUSEWAY BAY,94360,2359,94360,40,22.2786238,114.1816028,7.0,15.0,20.0
OfficePlus@Wan Chai (CRE Building),WAN CHAI,94133,3423,94133,27,22.2783772,114.1776866,4.0,5.0,20.0
Island Place Tower,NORTH POINT,93800,3752,93800,25,22.2914596,114.2030318,1.0,4.0,20.0
K Wah Centre,NORTH POINT,93618,5201,93618,18,22.2932357,114.2047775,0.0,2.0,0.0
Fortis Tower,WAN CHAI,93600,3120,93600,30,22.2788236,114.1726785,1.0,7.0,20.0
Gravity,KWUN TONG,93600,4680,93600,20,22.3103686,114.2227035,7.0,4.0,20.0
Nan Fung Tower,SHEUNG WAN,93375,2075,93375,45,22.2863943,114.1491375,5.0,3.0,20.0
Prosperity Millennia Plaza,NORTH POINT,93280,4664,93280,20,22.2916983,114.2081683,1.0,1.0,5.0
Far East Finance Centre,ADMIRALTY,93062,2449,93062,38,22.279965,114.1640653,1.0,2.0,20.0
Oliv,CAUSEWAY BAY,92997,2087,92997,44,22.2778545,114.1821968,12.0,20.0,20.0
China Hong Kong Tower,WAN CHAI,92934,3442,92934,27,22.2775703,114.1685479,3.0,8.0,20.0
"Chinachem Exchange Square, Two",NORTH POINT,92818,4219,92818,22,22.2903966,114.1974685,3.0,0.0,10.0
Tai Yau Building,WAN CHAI,92580,3086,92580,30,22.276967,114.17455,3.0,8.0,20.0
The Center,CENTRAL,92500,1850,92500,50,22.2846202,114.1547347,3.0,17.0,20.0
The Centrium,CENTRAL,92454,2433,92454,38,22.2806003,114.1546621,7.0,7.0,20.0
Emperor Group Centre,WAN CHAI,92428,3301,92428,28,22.2775389,114.1768655,4.0,2.0,20.0
New Henry House,CENTRAL,92260,1318,92260,70,22.2808196,114.1584629,2.0,16.0,20.0
Sun Hung Kai Centre,WAN CHAI,92232,1647,92232,56,22.2804582,114.1768125,0.0,3.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,91960,2420,91960,38,22.2792728,114.1650221,0.0,4.0,20.0
Golden Centre,SHEUNG WAN,91812,2186,91812,42,22.2859473,114.1533641,5.0,7.0,20.0
Nan Fung Tower,SHEUNG WAN,91808,2416,91808,38,22.2863943,114.1491375,5.0,3.0,20.0
New Henry House,CENTRAL,91700,1310,91700,70,22.2808196,114.1584629,2.0,16.0,20.0
"King's Road, 383",NORTH POINT,91582,3158,91582,29,22.290995,114.198385,2.0,0.0,20.0
Sands Building,TSIM SHA TSUI,91456,2858,91456,32,22.2965222,114.1709494,8.0,3.0,20.0
Technology Plaza,NORTH POINT,91397,4687,91397,19,,,,,
Wheelock House,CENTRAL,91256,1342,91256,68,22.282005,114.1573585,7.0,4.0,20.0
Tern Commercial Building,TSIM SHA TSUI,91080,2070,91080,44,22.3002277,114.1745591,7.0,6.0,20.0
Tern Commercial Building,TSIM SHA TSUI,91080,2070,91080,44,22.3002277,114.1745591,7.0,6.0,20.0
